"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"ACF Fiorentina","Serie A","Italy","Leonardo Costagliola","https://www.transfermarkt.com/leonardo-costagliola/profil/spieler/150881","Goalkeeper",32,"Italy",30,30,0,2700,1954
"ACF Fiorentina","Serie A","Italy","Giuliano Sarti","https://www.transfermarkt.com/giuliano-sarti/profil/spieler/244884","Goalkeeper",20,"Italy",4,4,0,360,1954
"ACF Fiorentina","Serie A","Italy","Orlando Biagi","https://www.transfermarkt.com/orlando-biagi/profil/spieler/389982","Centre-Back",19,"Italy",1,1,0,90,1954
"ACF Fiorentina","Serie A","Italy","Giancarlo Capucci","https://www.transfermarkt.com/giancarlo-capucci/profil/spieler/459570","Right-Back",23,"Italy",18,18,0,1620,1954
"ACF Fiorentina","Serie A","Italy","Sergio Cervato","https://www.transfermarkt.com/sergio-cervato/profil/spieler/245250","Left-Back",25,"Italy",18,18,0,1620,1954
"ACF Fiorentina","Serie A","Italy","Ardico Magnini","https://www.transfermarkt.com/ardico-magnini/profil/spieler/244866","Centre-Back",25,"Italy",31,31,0,2700,1954
"ACF Fiorentina","Serie A","Italy","Francesco Rosetta","https://www.transfermarkt.com/francesco-rosetta/profil/spieler/289754","Sweeper",31,"Italy",31,31,0,2790,1954
"ACF Fiorentina","Serie A","Italy","Alberto Orzan","https://www.transfermarkt.com/alberto-orzan/profil/spieler/244878","Defensive Midfield",22,"Italy",21,21,1,1890,1954
"ACF Fiorentina","Serie A","Italy","Sebastiano Buzzin","https://www.transfermarkt.com/sebastiano-buzzin/profil/spieler/434329","Central Midfield",24,"Italy",18,18,3,1620,1954
"ACF Fiorentina","Serie A","Italy","Giuseppe Chiappella","https://www.transfermarkt.com/giuseppe-chiappella/profil/spieler/289701","Defensive Midfield",29,"Italy",28,28,0,2430,1954
"ACF Fiorentina","Serie A","Italy","Guido Gratton","https://www.transfermarkt.com/guido-gratton/profil/spieler/245255","Attacking Midfield",21,"Italy",18,18,0,1620,1954
"ACF Fiorentina","Serie A","Italy","Aldo Scaramucci","https://www.transfermarkt.com/aldo-scaramucci/profil/spieler/245260","Defensive Midfield",21,"Italy",2,2,0,180,1954
"ACF Fiorentina","Serie A","Italy","Armando Segato","https://www.transfermarkt.com/armando-segato/profil/spieler/245261","Defensive Midfield",24,"Italy",32,32,5,2790,1954
"ACF Fiorentina","Serie A","Italy","Gunnar Gren","https://www.transfermarkt.com/gunnar-gren/profil/spieler/246924","Second Striker",33,"Sweden",23,23,2,2070,1954
"ACF Fiorentina","Serie A","Italy","Claudio Bizzarri","https://www.transfermarkt.com/claudio-bizzarri/profil/spieler/289694","Left Winger",20,"Italy",24,24,10,2160,1954
"ACF Fiorentina","Serie A","Italy","Amos Mariani","https://www.transfermarkt.com/amos-mariani/profil/spieler/174165","Right Winger",23,"Italy",30,30,6,2700,1954
"ACF Fiorentina","Serie A","Italy","Ernesto Vidal","https://www.transfermarkt.com/ernesto-vidal/profil/spieler/248096","Left Winger",32,"Uruguay",5,5,1,450,1954
"ACF Fiorentina","Serie A","Italy","Giuseppe Virgili","https://www.transfermarkt.com/giuseppe-virgili/profil/spieler/245265","Centre-Forward",18,"Italy",29,29,15,2610,1954
"ACF Fiorentina","Serie A","Italy","Luigi Zambaiti","https://www.transfermarkt.com/luigi-zambaiti/profil/spieler/523812","Attack",21,"Italy",11,11,2,990,1954
"US Triestina","Serie C - Girone A","Italy","Antonio Nuciari","https://www.transfermarkt.com/antonio-nuciari/profil/spieler/515887","Goalkeeper",29,"Italy",4,4,0,360,1954
"US Triestina","Serie C - Girone A","Italy","Narciso Soldan","https://www.transfermarkt.com/narciso-soldan/profil/spieler/245263","Goalkeeper",26,"Italy",27,27,0,2430,1954
"US Triestina","Serie C - Girone A","Italy","Carlo Gergolet","https://www.transfermarkt.com/carlo-gergolet/profil/spieler/532802","Goalkeeper",18,"Italy",3,3,0,270,1954
"US Triestina","Serie C - Girone A","Italy","Carlo Belloni","https://www.transfermarkt.com/carlo-belloni/profil/spieler/380113","Right-Back",25,"Italy",27,27,0,2430,1954
"US Triestina","Serie C - Girone A","Italy","José Osvaldo Curti","https://www.transfermarkt.com/jose-osvaldo-curti/profil/spieler/518189","Defender",29,"Argentina",29,29,6,2610,1954
"US Triestina","Serie C - Girone A","Italy","Umberto Meggiolaro","https://www.transfermarkt.com/umberto-meggiolaro/profil/spieler/523944","Defender",20,"Italy",4,4,0,360,1954
"US Triestina","Serie C - Girone A","Italy","Renato Toso","https://www.transfermarkt.com/renato-toso/profil/spieler/514489","Defender",25,"Italy",14,14,0,1260,1954
"US Triestina","Serie C - Girone A","Italy","Renato Valenti","https://www.transfermarkt.com/renato-valenti/profil/spieler/497975","Left-Back",25,"Italy",27,27,0,2430,1954
"US Triestina","Serie C - Girone A","Italy","Fulvio Varglien","https://www.transfermarkt.com/fulvio-varglien/profil/spieler/505369","midfield",18,"Italy",3,3,0,270,1954
"US Triestina","Serie C - Girone A","Italy","Gianfranco Ganzer","https://www.transfermarkt.com/gianfranco-ganzer/profil/spieler/193638","midfield",24,"Italy",26,26,0,2340,1954
"US Triestina","Serie C - Girone A","Italy","Arnaldo Lucentini","https://www.transfermarkt.com/arnaldo-lucentini/profil/spieler/200577","midfield",23,"Italy",29,29,5,2610,1954
"US Triestina","Serie C - Girone A","Italy","Cesare Nay","https://www.transfermarkt.com/cesare-nay/profil/spieler/422626","midfield",28,"Italy",30,30,0,2700,1954
"US Triestina","Serie C - Girone A","Italy","Francesco Petagna","https://www.transfermarkt.com/francesco-petagna/profil/spieler/505382","midfield",30,"Italy",30,30,0,2700,1954
"US Triestina","Serie C - Girone A","Italy","Mario Sabbatella","https://www.transfermarkt.com/mario-sabbatella/profil/spieler/516001","midfield",28,"Argentina",23,23,6,2070,1954
"US Triestina","Serie C - Girone A","Italy","Erling Sörensen","https://www.transfermarkt.com/erling-sorensen/profil/spieler/515918","midfield",33,"Denmark",15,15,0,1350,1954
"US Triestina","Serie C - Girone A","Italy","Per Allex Jensen","https://www.transfermarkt.com/per-allex-jensen/profil/spieler/532805","midfield",23,"Denmark",14,14,3,1260,1954
"US Triestina","Serie C - Girone A","Italy","Aldo Dorigo","https://www.transfermarkt.com/aldo-dorigo/profil/spieler/502359","Attack",24,"Italy",31,31,3,2700,1954
"US Triestina","Serie C - Girone A","Italy","Giuseppe Secchi","https://www.transfermarkt.com/giuseppe-secchi/profil/spieler/510941","Attack",23,"Italy",31,31,10,2790,1954
"US Triestina","Serie C - Girone A","Italy","Vincenzo Affinito","https://www.transfermarkt.com/vincenzo-affinito/profil/spieler/532803","Left Winger",21,"Italy",2,2,0,180,1954
"US Triestina","Serie C - Girone A","Italy","Aldo Campodall'orto","https://www.transfermarkt.com/aldo-campodallorto/profil/spieler/532804","Attack",22,"Italy",2,2,0,180,1954
"US Triestina","Serie C - Girone A","Italy","Dante Scala","https://www.transfermarkt.com/dante-scala/profil/spieler/532806","Attack",18,"Italy",3,3,0,270,1954
"AC Milan","Serie A","Italy","Lorenzo Buffon","https://www.transfermarkt.com/lorenzo-buffon/profil/spieler/174157","Goalkeeper",24,"Italy",32,32,0,2880,1954
"AC Milan","Serie A","Italy","Riccardo Toros","https://www.transfermarkt.com/riccardo-toros/profil/spieler/289769","Goalkeeper",23,"Italy",2,2,0,180,1954
"AC Milan","Serie A","Italy","Alfio Fontana","https://www.transfermarkt.com/alfio-fontana/profil/spieler/245254","Right-Back",21,"Italy",13,13,0,1170,1954
"AC Milan","Serie A","Italy","Cesare Maldini","https://www.transfermarkt.com/cesare-maldini/profil/spieler/174159","Sweeper",22,"Italy",27,27,1,2430,1954
"AC Milan","Serie A","Italy","Franco Pedroni","https://www.transfermarkt.com/franco-pedroni/profil/spieler/174160","Defender",27,"Italy",10,10,0,900,1954
"AC Milan","Serie A","Italy","Arturo Silvestri","https://www.transfermarkt.com/arturo-silvestri/profil/spieler/156889","Defender",33,"Italy",26,26,0,2340,1954
"AC Milan","Serie A","Italy","Francesco Zagatti","https://www.transfermarkt.com/francesco-zagatti/profil/spieler/174162","Defender",22,"Italy",24,24,0,2160,1954
"AC Milan","Serie A","Italy","Nils Liedholm","https://www.transfermarkt.com/nils-liedholm/profil/spieler/174158","midfield",31,"Sweden",28,28,6,2520,1954
"AC Milan","Serie A","Italy","Eros Beraldo","https://www.transfermarkt.com/eros-beraldo/profil/spieler/193675","Central Midfield",24,"Italy",18,18,0,1620,1954
"AC Milan","Serie A","Italy","Mario Bergamaschi","https://www.transfermarkt.com/mario-bergamaschi/profil/spieler/174163","Defensive Midfield",25,"Italy",32,32,1,2880,1954
"AC Milan","Serie A","Italy","Juan Schiaffino","https://www.transfermarkt.com/juan-schiaffino/profil/spieler/137459","Attacking Midfield",28,"Uruguay",27,27,15,2430,1954
"AC Milan","Serie A","Italy","Albano Vicariotto","https://www.transfermarkt.com/albano-vicariotto/profil/spieler/193670","midfield",23,"Italy",12,12,3,1080,1954
"AC Milan","Serie A","Italy","Alessandro Vitali","https://www.transfermarkt.com/alessandro-vitali/profil/spieler/488248","Left Midfield",19,"Italy",1,1,0,90,1954
"AC Milan","Serie A","Italy","Valentino Valli","https://www.transfermarkt.com/valentino-valli/profil/spieler/193668","Attack",24,"Italy",6,6,1,540,1954
"AC Milan","Serie A","Italy","Amleto Frignani","https://www.transfermarkt.com/amleto-frignani/profil/spieler/174164","Left Winger",22,"Italy",27,27,7,2430,1954
"AC Milan","Serie A","Italy","Gunnar Nordahl","https://www.transfermarkt.com/gunnar-nordahl/profil/spieler/140644","Centre-Forward",32,"Sweden",33,33,27,2970,1954
"AC Milan","Serie A","Italy","Eduardo Ricagni","https://www.transfermarkt.com/eduardo-ricagni/profil/spieler/174166","Attack",28,"Italy",26,26,6,2340,1954
"AC Milan","Serie A","Italy","Jörgen Leschly Sörensen","https://www.transfermarkt.com/jorgen-leschly-sorensen/profil/spieler/509240","Attack",31,"Denmark",30,30,13,2610,1954
"Juventus FC","Serie A","Italy","Elio Angelini","https://www.transfermarkt.com/elio-angelini/profil/spieler/367021","Goalkeeper",27,"Italy",3,3,0,270,1954
"Juventus FC","Serie A","Italy","Giovanni Viola","https://www.transfermarkt.com/giovanni-viola/profil/spieler/247895","Goalkeeper",28,"Italy",31,31,0,2790,1954
"Juventus FC","Serie A","Italy","Giuseppe Corradi","https://www.transfermarkt.com/giuseppe-corradi/profil/spieler/293089","Right-Back",21,"Italy",14,14,0,1260,1954
"Juventus FC","Serie A","Italy","Bruno Garzena","https://www.transfermarkt.com/bruno-garzena/profil/spieler/293097","Right-Back",21,"Italy",7,7,0,630,1954
"Juventus FC","Serie A","Italy","Alfredo Travia","https://www.transfermarkt.com/alfredo-travia/profil/spieler/515901","Defender",30,"Italy",18,18,0,1620,1954
"Juventus FC","Serie A","Italy","Umberto Colombo","https://www.transfermarkt.com/umberto-colombo/profil/spieler/293543","midfield",21,"Italy",19,19,5,1710,1954
"Juventus FC","Serie A","Italy","Rino Ferrario","https://www.transfermarkt.com/rino-ferrario/profil/spieler/293094","midfield",27,"Italy",33,33,1,2970,1954
"Juventus FC","Serie A","Italy","Gino Raffin","https://www.transfermarkt.com/gino-raffin/profil/spieler/496162","Left Midfield",18,"Italy",3,3,1,270,1954
"Juventus FC","Serie A","Italy","Giorgio Turchi","https://www.transfermarkt.com/giorgio-turchi/profil/spieler/422625","midfield",22,"Italy",24,24,0,2160,1954
"Juventus FC","Serie A","Italy","Aredio Gimona","https://www.transfermarkt.com/aredio-gimona/profil/spieler/302630","midfield",30,"Italy",22,22,1,1980,1954
"Juventus FC","Serie A","Italy","Sergio Manente","https://www.transfermarkt.com/sergio-manente/profil/spieler/214201","Defensive Midfield",29,"Italy",28,28,10,2520,1954
"Juventus FC","Serie A","Italy","Antonio Montico","https://www.transfermarkt.com/antonio-montico/profil/spieler/302496","midfield",20,"Italy",23,23,6,2070,1954
"Juventus FC","Serie A","Italy","Guglielmo Oppezzo","https://www.transfermarkt.com/guglielmo-oppezzo/profil/spieler/422628","midfield",28,"Italy",16,16,2,1350,1954
"Juventus FC","Serie A","Italy","Giampiero Boniperti","https://www.transfermarkt.com/giampiero-boniperti/profil/spieler/247858","Centre-Forward",25,"Italy",27,27,9,2340,1954
"Juventus FC","Serie A","Italy","Helge Bronée","https://www.transfermarkt.com/helge-bronee/profil/spieler/516045","Left Winger",32,"Denmark",29,29,11,2610,1954
"Juventus FC","Serie A","Italy","Ettore Mannucci","https://www.transfermarkt.com/ettore-mannucci/profil/spieler/520512","Attack",24,"Italy",15,15,2,1350,1954
"Juventus FC","Serie A","Italy","Ermes Muccinelli","https://www.transfermarkt.com/ermes-muccinelli/profil/spieler/247878","Right Winger",26,"Italy",28,28,2,2520,1954
"Juventus FC","Serie A","Italy","Carl Aage Praest","https://www.transfermarkt.com/carl-aage-praest/profil/spieler/308675","Left Winger",32,"Denmark",34,34,6,3060,1954
"SSC Napoli","Serie A","Italy","Ottavio Bugatti","https://www.transfermarkt.com/ottavio-bugatti/profil/spieler/293086","Goalkeeper",25,"Italy",34,34,0,3060,1954
"SSC Napoli","Serie A","Italy","Pier Luigi Del Bene","https://www.transfermarkt.com/pier-luigi-del-bene/profil/spieler/500452","Right-Back",21,"Italy",2,2,0,180,1954
"SSC Napoli","Serie A","Italy","Armando Tre Re","https://www.transfermarkt.com/armando-tre-re/profil/spieler/415772","Centre-Back",32,"Italy",34,34,0,3060,1954
"SSC Napoli","Serie A","Italy","Jenő Eugen Vinyei","https://www.transfermarkt.com/jen%C5%91-eugen-vinyei/profil/spieler/422617","Left-Back",31,"Slovakia",25,25,1,2160,1954
"SSC Napoli","Serie A","Italy","Giulio Castelli","https://www.transfermarkt.com/giulio-castelli/profil/spieler/415773","Centre-Back",29,"Italy",20,20,1,1800,1954
"SSC Napoli","Serie A","Italy","Luciano Comaschi","https://www.transfermarkt.com/luciano-comaschi/profil/spieler/415775","Right-Back",22,"Italy",32,32,1,2880,1954
"SSC Napoli","Serie A","Italy","Giorgio Granata","https://www.transfermarkt.com/giorgio-granata/profil/spieler/514460","midfield",30,"Italy",32,32,0,2880,1954
"SSC Napoli","Serie A","Italy","Celso Posio","https://www.transfermarkt.com/celso-posio/profil/spieler/77011","Defensive Midfield",23,"Italy",24,24,5,2160,1954
"SSC Napoli","Serie A","Italy","Rodolfo Beltrandi","https://www.transfermarkt.com/rodolfo-beltrandi/profil/spieler/387595","Central Midfield",23,"Italy",22,22,5,1980,1954
"SSC Napoli","Serie A","Italy","Giovanni Ciccarelli","https://www.transfermarkt.com/giovanni-ciccarelli/profil/spieler/415771","Central Midfield",27,"Italy",24,24,3,2160,1954
"SSC Napoli","Serie A","Italy","Bruno Gramaglia","https://www.transfermarkt.com/bruno-gramaglia/profil/spieler/516137","Defensive Midfield",35,"Italy",10,10,0,900,1954
"SSC Napoli","Serie A","Italy","Hasse Jeppson","https://www.transfermarkt.com/hasse-jeppson/profil/spieler/248636","Centre-Forward",29,"Sweden",24,24,10,2160,1954
"SSC Napoli","Serie A","Italy","Bruno Pesaola","https://www.transfermarkt.com/bruno-pesaola/profil/spieler/267867","Left Winger",28,"Italy",27,27,1,2430,1954
"SSC Napoli","Serie A","Italy","Amedeo Amadei","https://www.transfermarkt.com/amedeo-amadei/profil/spieler/249219","Centre-Forward",32,"Italy",19,19,6,1710,1954
