"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"AC Milan","Serie A","Italy","William Vecchi","https://www.transfermarkt.com/william-vecchi/profil/spieler/228536","Goalkeeper",19,"Italy",17,4,0,321,1968
"AC Milan","Serie A","Italy","Fabio Cudicini","https://www.transfermarkt.com/fabio-cudicini/profil/spieler/145515","Goalkeeper",32,"Italy",38,37,0,3279,1968
"AC Milan","Serie A","Italy","Pierangelo Belli","https://www.transfermarkt.com/pierangelo-belli/profil/spieler/302546","Goalkeeper",23,"Italy",17,2,0,180,1968
"AC Milan","Serie A","Italy","Roberto Rosato","https://www.transfermarkt.com/roberto-rosato/profil/spieler/216034","Centre-Back",24,"Italy",38,38,1,3274,1968
"AC Milan","Serie A","Italy","Luigi Maldera","https://www.transfermarkt.com/luigi-maldera/profil/spieler/301974","Centre-Back",22,"Italy",18,17,0,1417,1968
"AC Milan","Serie A","Italy","Angelo Anquilletti","https://www.transfermarkt.com/angelo-anquilletti/profil/spieler/145518","Right-Back",25,"Italy",40,40,0,3600,1968
"AC Milan","Serie A","Italy","Karl-Heinz Schnellinger","https://www.transfermarkt.com/karl-heinz-schnellinger/profil/spieler/72381","Left-Back",29,"Germany",31,31,1,2765,1968
"AC Milan","Serie A","Italy","Nello Santin","https://www.transfermarkt.com/nello-santin/profil/spieler/255328","Right-Back",21,"Italy",14,13,0,867,1968
"AC Milan","Serie A","Italy","Saul Malatrasi","https://www.transfermarkt.com/saul-malatrasi/profil/spieler/244806","Sweeper",30,"Italy",36,36,0,3223,1968
"AC Milan","Serie A","Italy","Romano Fogli","https://www.transfermarkt.com/romano-fogli/profil/spieler/235932","Defensive Midfield",30,"Italy",34,28,3,1797,1968
"AC Milan","Serie A","Italy","Roberto Casone","https://www.transfermarkt.com/roberto-casone/profil/spieler/302550","midfield",17,"Italy",1,1,0,90,1968
"AC Milan","Serie A","Italy","Giovanni Trapattoni","https://www.transfermarkt.com/giovanni-trapattoni/profil/spieler/166748","Defensive Midfield",29,"Italy",35,32,0,2482,1968
"AC Milan","Serie A","Italy","Giovanni Lodetti","https://www.transfermarkt.com/giovanni-lodetti/profil/spieler/216032","Defensive Midfield",25,"Italy",41,41,1,3660,1968
"AC Milan","Serie A","Italy","Gianni Rivera","https://www.transfermarkt.com/gianni-rivera/profil/spieler/145347","Attacking Midfield",24,"Italy",39,39,6,3442,1968
"AC Milan","Serie A","Italy","Nevio Scala","https://www.transfermarkt.com/nevio-scala/profil/spieler/251104","Defensive Midfield",20,"Italy",7,7,0,586,1968
