"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"Inter Milan","Serie A","Italy","Ionut Radu","https://www.transfermarkt.com/ionut-radu/profil/spieler/303657","Goalkeeper",23,"Romania",42,2,0,134,2020
"Inter Milan","Serie A","Italy","Filip Stankovic","https://www.transfermarkt.com/filip-stankovic/profil/spieler/552223","Goalkeeper",18,"Serbia",12,0,0,0,2020
"Inter Milan","Serie A","Italy","Samir Handanovic","https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021","Goalkeeper",35,"Slovenia",48,47,0,4172,2020
"Inter Milan","Serie A","Italy","Daniele Padelli","https://www.transfermarkt.com/daniele-padelli/profil/spieler/27807","Goalkeeper",34,"Italy",39,1,0,44,2020
"Inter Milan","Serie A","Italy","Achraf Hakimi","https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073","Right-Back",21,"Morocco",45,45,7,3208,2020
"Inter Milan","Serie A","Italy","Alessandro Bastoni","https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853","Centre-Back",21,"Italy",46,41,0,3489,2020
"Inter Milan","Serie A","Italy","Milan Skriniar","https://www.transfermarkt.com/milan-skriniar/profil/spieler/204069","Centre-Back",25,"Slovakia",43,39,3,3380,2020
"Inter Milan","Serie A","Italy","Lorenzo Pirola","https://www.transfermarkt.com/lorenzo-pirola/profil/spieler/487834","Centre-Back",18,"Italy",2,0,0,0,2020
"Inter Milan","Serie A","Italy","Stefan de Vrij","https://www.transfermarkt.com/stefan-de-vrij/profil/spieler/111196","Centre-Back",28,"Netherlands",47,42,1,3601,2020
"Inter Milan","Serie A","Italy","Matteo Darmian","https://www.transfermarkt.com/matteo-darmian/profil/spieler/54906","Right-Back",30,"Italy",43,33,4,1517,2020
"Inter Milan","Serie A","Italy","Danilo D'Ambrosio","https://www.transfermarkt.com/danilo-dambrosio/profil/spieler/55769","Centre-Back",31,"Italy",40,24,3,997,2020
"Inter Milan","Serie A","Italy","Dalbert","https://www.transfermarkt.com/dalbert/profil/spieler/312862","Left-Back",26,"Brazil",2,0,0,0,2020
