"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"Juventus FC","Serie A","Italy","Gianpiero Combi","https://www.transfermarkt.com/gianpiero-combi/profil/spieler/237867","Goalkeeper",26,"Italy",34,34,0,3060,1929
"Juventus FC","Serie A","Italy","Umberto Caligaris","https://www.transfermarkt.com/umberto-caligaris/profil/spieler/223458","Left-Back",27,"Italy",30,30,0,2700,1929
"Juventus FC","Serie A","Italy","Mario Ferrero","https://www.transfermarkt.com/mario-ferrero/profil/spieler/542373","Right-Back",26,"Italy",5,5,0,450,1929
"Juventus FC","Serie A","Italy","Giuseppe Mortarotti","https://www.transfermarkt.com/giuseppe-mortarotti/profil/spieler/544634","Defender",23,"Italy",2,2,0,180,1929
"Juventus FC","Serie A","Italy","Virginio Rosetta","https://www.transfermarkt.com/virginio-rosetta/profil/spieler/17577","Right-Back",27,"Italy",31,31,0,2765,1929
"Juventus FC","Serie A","Italy","Mario Varglien","https://www.transfermarkt.com/mario-varglien/profil/spieler/237926","Sweeper",23,"Italy",33,33,4,2970,1929
"Juventus FC","Serie A","Italy","Luigi Cevenini","https://www.transfermarkt.com/luigi-cevenini/profil/spieler/329248","Attacking Midfield",34,"Italy",16,16,2,1440,1929
"Juventus FC","Serie A","Italy","Oreste Barale","https://www.transfermarkt.com/oreste-barale/profil/spieler/372172","Defensive Midfield",24,"Italy",11,11,0,990,1929
"Juventus FC","Serie A","Italy","Carlo Bigatto","https://www.transfermarkt.com/carlo-bigatto/profil/spieler/394444","Defensive Midfield",33,"Italy",19,19,0,1710,1929
"Juventus FC","Serie A","Italy","Edmondo Della Valle","https://www.transfermarkt.com/edmondo-della-valle/profil/spieler/543863","midfield",24,"Italy",6,6,1,540,1929
"Juventus FC","Serie A","Italy","Giovanni Greppi","https://www.transfermarkt.com/giovanni-greppi/profil/spieler/545255","midfield",18,"Italy",3,3,0,270,1929
"Juventus FC","Serie A","Italy","Lino Mosca","https://www.transfermarkt.com/lino-mosca/profil/spieler/545162","midfield",21,"Italy",20,20,0,1800,1929
"Juventus FC","Serie A","Italy","Giovanni Varglien","https://www.transfermarkt.com/giovanni-varglien/profil/spieler/125976","midfield",18,"Italy",2,2,0,180,1929
"Juventus FC","Serie A","Italy","Giuseppe Viola","https://www.transfermarkt.com/giuseppe-viola/profil/spieler/542280","midfield",33,"Hungary",19,19,0,1694,1929
"Juventus FC","Serie A","Italy","Tommaso Caudera","https://www.transfermarkt.com/tommaso-caudera/profil/spieler/472375","Central Midfield",21,"Italy",2,2,1,180,1929
"Juventus FC","Serie A","Italy","Renato Cesarini","https://www.transfermarkt.com/renato-cesarini/profil/spieler/318408","Attacking Midfield",23,"Italy",16,16,10,1390,1929
"Juventus FC","Serie A","Italy","Ferruccio Diena","https://www.transfermarkt.com/ferruccio-diena/profil/spieler/545242","Defensive Midfield",16,"Italy",1,1,0,90,1929
"Juventus FC","Serie A","Italy","Raimundo Orsi","https://www.transfermarkt.com/raimundo-orsi/profil/spieler/237906","Left Winger",27,"Argentina",34,34,15,3059,1929
"Juventus FC","Serie A","Italy","Ezio Borgo","https://www.transfermarkt.com/ezio-borgo/profil/spieler/543869","Attack",21,"Italy",4,4,0,360,1929
"Juventus FC","Serie A","Italy","Carlo Crotti","https://www.transfermarkt.com/carlo-crotti/profil/spieler/542628","Attack",28,"Italy",17,17,0,1530,1929
"Juventus FC","Serie A","Italy","Giuseppe Gobetti","https://www.transfermarkt.com/giuseppe-gobetti/profil/spieler/544617","Attack",20,"Italy",1,1,1,90,1929
"Juventus FC","Serie A","Italy","Alberto Merciai","https://www.transfermarkt.com/alberto-merciai/profil/spieler/542636","Attack",29,"Italy",6,6,0,540,1929
"Juventus FC","Serie A","Italy","Federico Munerati","https://www.transfermarkt.com/federico-munerati/profil/spieler/429093","Attack",27,"Italy",30,30,13,2700,1929
"Juventus FC","Serie A","Italy","Renato Sanero","https://www.transfermarkt.com/renato-sanero/profil/spieler/545133","Attack",21,"Italy",4,4,0,360,1929
"Juventus FC","Serie A","Italy","Oliviero Vojak","https://www.transfermarkt.com/oliviero-vojak/profil/spieler/545483","Attack",18,"Italy",5,5,1,450,1929
"Juventus FC","Serie A","Italy","Giovanni Zanni","https://www.transfermarkt.com/giovanni-zanni/profil/spieler/544992","Attack",25,"Italy",23,23,6,2070,1929
"US Triestina","Serie C - Girone A","Italy","Alessandro Bonetti","https://www.transfermarkt.com/alessandro-bonetti/profil/spieler/399194","Goalkeeper",20,"Italy",32,32,0,2880,1929
"US Triestina","Serie C - Girone A","Italy","Starec Stojan","https://www.transfermarkt.com/starec-stojan/profil/spieler/545472","Goalkeeper",21,"Italy",2,2,0,180,1929
"US Triestina","Serie C - Girone A","Italy","Guglielmo Cudicini","https://www.transfermarkt.com/guglielmo-cudicini/profil/spieler/543472","Defender",25,"Italy",3,3,0,270,1929
"US Triestina","Serie C - Girone A","Italy","Renzo Gazzari","https://www.transfermarkt.com/renzo-gazzari/profil/spieler/545153","Left-Back",22,"Italy",34,34,1,3060,1929
"US Triestina","Serie C - Girone A","Italy","Italo Righetti","https://www.transfermarkt.com/italo-righetti/profil/spieler/544754","Defender",24,"Italy",26,26,0,2340,1929
"US Triestina","Serie C - Girone A","Italy","Andrea Capitanio","https://www.transfermarkt.com/andrea-capitanio/profil/spieler/454429","Defensive Midfield",22,"Italy",15,15,0,1260,1929
"US Triestina","Serie C - Girone A","Italy","Marcello Cuffersin","https://www.transfermarkt.com/marcello-cuffersin/profil/spieler/544481","midfield",19,"Italy",1,1,0,90,1929
"US Triestina","Serie C - Girone A","Italy","Bruno Katzianka","https://www.transfermarkt.com/bruno-katzianka/profil/spieler/544771","midfield",25,"Italy",2,2,0,180,1929
"US Triestina","Serie C - Girone A","Italy","Rodolfo Plemich","https://www.transfermarkt.com/rodolfo-plemich/profil/spieler/543133","midfield",27,"Hungary",1,1,0,90,1929
"US Triestina","Serie C - Girone A","Italy","Carlo Rigotti","https://www.transfermarkt.com/carlo-rigotti/profil/spieler/545177","midfield",23,"Italy",32,32,1,2880,1929
"US Triestina","Serie C - Girone A","Italy","Mario Villini","https://www.transfermarkt.com/mario-villini/profil/spieler/544249","midfield",26,"Italy",28,28,0,2520,1929
"US Triestina","Serie C - Girone A","Italy","Aldo Vollono","https://www.transfermarkt.com/aldo-vollono/profil/spieler/545191","midfield",22,"Italy",12,12,2,1080,1929
"US Triestina","Serie C - Girone A","Italy","Deo Baldi","https://www.transfermarkt.com/deo-baldi/profil/spieler/370771","midfield",18,"Italy",9,9,2,810,1929
"US Triestina","Serie C - Girone A","Italy","Nereo Rocco","https://www.transfermarkt.com/nereo-rocco/profil/spieler/219277","Central Midfield",17,"Italy",21,21,5,1890,1929
"US Triestina","Serie C - Girone A","Italy","Antonio Budini","https://www.transfermarkt.com/antonio-budini/profil/spieler/421599","Attack",22,"Italy",1,1,0,90,1929
"US Triestina","Serie C - Girone A","Italy","Bruno Culot","https://www.transfermarkt.com/bruno-culot/profil/spieler/544516","Attack",21,"Italy",24,24,6,2160,1929
"US Triestina","Serie C - Girone A","Italy","Renato De Manzano","https://www.transfermarkt.com/renato-de-manzano/profil/spieler/544518","Attack",22,"Italy",34,34,11,3060,1929
"US Triestina","Serie C - Girone A","Italy","Rodolfo Ostromann","https://www.transfermarkt.com/rodolfo-ostromann/profil/spieler/544503","Attack",25,"Italy",34,34,6,3060,1929
"US Triestina","Serie C - Girone A","Italy","Coriolano Palumbo","https://www.transfermarkt.com/coriolano-palumbo/profil/spieler/545373","Attack",17,"Italy",15,15,2,1350,1929
"US Triestina","Serie C - Girone A","Italy","Pietro Pasinati","https://www.transfermarkt.com/pietro-pasinati/profil/spieler/249441","Attack",18,"Italy",32,32,3,2880,1929
"US Triestina","Serie C - Girone A","Italy","Giorgio Pitacco","https://www.transfermarkt.com/giorgio-pitacco/profil/spieler/543132","Attack",27,"Italy",16,16,2,1440,1929
"AC Milan","Serie A","Italy","Giuseppe Carmignato","https://www.transfermarkt.com/giuseppe-carmignato/profil/spieler/463580","Goalkeeper",22,"Italy",8,8,0,720,1929
"AC Milan","Serie A","Italy","Dario Compiani","https://www.transfermarkt.com/dario-compiani/profil/spieler/543459","Goalkeeper",25,"Italy",26,26,0,2340,1929
"AC Milan","Serie A","Italy","Sandro Schienoni","https://www.transfermarkt.com/sandro-schienoni/profil/spieler/543117","Defender",26,"Italy",33,33,0,2970,1929
"AC Milan","Serie A","Italy","Pietro Bonfiglio","https://www.transfermarkt.com/pietro-bonfiglio/profil/spieler/543748","Defender",21,"Italy",3,3,0,270,1929
"AC Milan","Serie A","Italy","Vinicio Colombo","https://www.transfermarkt.com/vinicio-colombo/profil/spieler/543698","Defender",25,"Italy",9,9,0,810,1929
"AC Milan","Serie A","Italy","Luigi Perversi","https://www.transfermarkt.com/luigi-perversi/profil/spieler/545174","Defender",23,"Italy",22,22,0,1980,1929
"AC Milan","Serie A","Italy","Guglielmo Borgo","https://www.transfermarkt.com/guglielmo-borgo/profil/spieler/400998","Central Midfield",23,"Italy",29,29,1,2580,1929
"AC Milan","Serie A","Italy","Luigi Giunta","https://www.transfermarkt.com/luigi-giunta/profil/spieler/545251","midfield",20,"Italy",5,5,0,450,1929
"AC Milan","Serie A","Italy","Fernando Lancioni","https://www.transfermarkt.com/fernando-lancioni/profil/spieler/545258","midfield",19,"Italy",1,1,0,90,1929
"AC Milan","Serie A","Italy","Giuseppe Marchi","https://www.transfermarkt.com/giuseppe-marchi/profil/spieler/544748","midfield",25,"Italy",32,32,0,2877,1929
"AC Milan","Serie A","Italy","Francesco Pomi","https://www.transfermarkt.com/francesco-pomi/profil/spieler/545000","midfield",24,"Italy",34,34,1,3060,1929
"AC Milan","Serie A","Italy","József Zilisy","https://www.transfermarkt.com/jozsef-zilisy/profil/spieler/542273","midfield",30,"Hungary",1,1,0,90,1929
"AC Milan","Serie A","Italy","Gennaro Bonsanto","https://www.transfermarkt.com/gennaro-bonsanto/profil/spieler/400093","Attack",17,"Italy",2,2,0,180,1929
"AC Milan","Serie A","Italy","Emilio Manazza","https://www.transfermarkt.com/emilio-manazza/profil/spieler/544635","Attack",23,"Italy",1,1,0,90,1929
"AC Milan","Serie A","Italy","Luigi Oscar Moroni","https://www.transfermarkt.com/luigi-oscar-moroni/profil/spieler/544633","Attack",23,"Italy",26,26,3,2303,1929
"AC Milan","Serie A","Italy","Rocco Ranelli","https://www.transfermarkt.com/rocco-ranelli/profil/spieler/545172","Attack",22,"Italy",19,19,8,1700,1929
"AC Milan","Serie A","Italy","Giulio Rossi","https://www.transfermarkt.com/giulio-rossi/profil/spieler/545443","Attack",17,"Italy",11,11,2,990,1929
"AC Milan","Serie A","Italy","Giuseppe Santagostino","https://www.transfermarkt.com/giuseppe-santagostino/profil/spieler/543101","Attack",28,"Italy",33,33,11,2970,1929
"AC Milan","Serie A","Italy","Roberto Sternisa","https://www.transfermarkt.com/roberto-sternisa/profil/spieler/545201","Attack",23,"Italy",21,21,7,1890,1929
"AC Milan","Serie A","Italy","Mariano Tansini","https://www.transfermarkt.com/mariano-tansini/profil/spieler/429094","Left Winger",25,"Italy",30,30,9,2700,1929
"AC Milan","Serie A","Italy","Giuseppe Torriani","https://www.transfermarkt.com/giuseppe-torriani/profil/spieler/544777","Attack",24,"Italy",26,26,5,2340,1929
"AC Milan","Serie A","Italy","Guglielmo Zanasi","https://www.transfermarkt.com/guglielmo-zanasi/profil/spieler/545486","Attack",20,"Italy",2,2,1,180,1929
"Bologna FC 1909","Serie A","Italy","Mario Gianni","https://www.transfermarkt.com/mario-gianni/profil/spieler/215570","Goalkeeper",26,"Italy",29,29,0,2610,1929
"Bologna FC 1909","Serie A","Italy","Paride Pedretti","https://www.transfermarkt.com/paride-pedretti/profil/spieler/544997","Goalkeeper",23,"Italy",5,5,0,450,1929
"Bologna FC 1909","Serie A","Italy","Felice Gasperi","https://www.transfermarkt.com/felice-gasperi/profil/spieler/321908","Defender",25,"Italy",30,30,0,2700,1929
"Bologna FC 1909","Serie A","Italy","Eraldo Monzeglio","https://www.transfermarkt.com/eraldo-monzeglio/profil/spieler/237902","Sweeper",23,"Italy",34,34,0,3060,1929
"Bologna FC 1909","Serie A","Italy","Gerardo Ottani","https://www.transfermarkt.com/gerardo-ottani/profil/spieler/545365","Defender",20,"Italy",8,8,1,720,1929
"Bologna FC 1909","Serie A","Italy","Aldo Donati","https://www.transfermarkt.com/aldo-donati/profil/spieler/545243","midfield",18,"Italy",7,7,0,630,1929
"Bologna FC 1909","Serie A","Italy","Pietro Genovesi","https://www.transfermarkt.com/pietro-genovesi/profil/spieler/359314","Defensive Midfield",27,"Italy",27,27,0,2430,1929
"Bologna FC 1909","Serie A","Italy","Gastone Martelli","https://www.transfermarkt.com/gastone-martelli/profil/spieler/545222","midfield",20,"Italy",19,19,0,1643,1929
"Bologna FC 1909","Serie A","Italy","Romildo Mercatelli","https://www.transfermarkt.com/romildo-mercatelli/profil/spieler/542740","midfield",28,"Italy",1,1,0,90,1929
"Bologna FC 1909","Serie A","Italy","Alfredo Pitto","https://www.transfermarkt.com/alfredo-pitto/profil/spieler/318459","midfield",23,"Italy",30,30,5,2700,1929
"Bologna FC 1909","Serie A","Italy","Antonio Busini","https://www.transfermarkt.com/antonio-busini/profil/spieler/427560","midfield",24,"Italy",27,27,5,2430,1929
"Bologna FC 1909","Serie A","Italy","Gastone Baldi","https://www.transfermarkt.com/gastone-baldi/profil/spieler/428985","midfield",28,"Italy",10,10,0,900,1929
"Bologna FC 1909","Serie A","Italy","Bernardo Perin","https://www.transfermarkt.com/bernardo-perin/profil/spieler/329250","Attack",31,"Italy",12,12,0,1080,1929
"Bologna FC 1909","Serie A","Italy","Nino Cogolli","https://www.transfermarkt.com/nino-cogolli/profil/spieler/543704","Attack",22,"Italy",2,2,0,180,1929
