"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"Udinese Calcio","Serie A","Italy","Fausto Borin","https://www.transfermarkt.com/fausto-borin/profil/spieler/335669","Goalkeeper",24,"Italy",26,8,0,674,1983
"Udinese Calcio","Serie A","Italy","Fabio Brini","https://www.transfermarkt.com/fabio-brini/profil/spieler/224546","Goalkeeper",26,"Italy",37,32,0,2836,1983
"Udinese Calcio","Serie A","Italy","Leonardo Cortiula","https://www.transfermarkt.com/leonardo-cortiula/profil/spieler/342395","Goalkeeper",19,"Italy",7,0,0,0,1983
"Udinese Calcio","Serie A","Italy","Massimiliano Candutti","https://www.transfermarkt.com/massimiliano-candutti/profil/spieler/341226","Defender",18,"Italy",1,0,0,0,1983
"Udinese Calcio","Serie A","Italy","Cesare Cattaneo","https://www.transfermarkt.com/cesare-cattaneo/profil/spieler/302551","Centre-Back",31,"Italy",37,32,0,2685,1983
"Udinese Calcio","Serie A","Italy","Luigi De Agostini","https://www.transfermarkt.com/luigi-de-agostini/profil/spieler/118258","Left-Back",22,"Italy",33,31,2,2202,1983
"Udinese Calcio","Serie A","Italy","Edinho","https://www.transfermarkt.com/edinho/profil/spieler/117620","Centre-Back",28,"Brazil",36,36,5,3122,1983
"Udinese Calcio","Serie A","Italy","Dino Galparoli","https://www.transfermarkt.com/dino-galparoli/profil/spieler/224558","Left-Back",26,"Italy",39,39,1,3480,1983
"Udinese Calcio","Serie A","Italy","Franco Pancheri","https://www.transfermarkt.com/franco-pancheri/profil/spieler/300103","Defender",25,"Italy",35,28,0,1943,1983
"Udinese Calcio","Serie A","Italy","Attilio Tesser","https://www.transfermarkt.com/attilio-tesser/profil/spieler/166539","Left-Back",25,"Italy",15,13,0,945,1983
"Udinese Calcio","Serie A","Italy","Andrea Urdich","https://www.transfermarkt.com/andrea-urdich/profil/spieler/358339","Sweeper",17,"Italy",4,0,0,0,1983
"Udinese Calcio","Serie A","Italy","Alfio Sesso","https://www.transfermarkt.com/alfio-sesso/profil/spieler/346119","midfield",17,"Italy",7,1,0,4,1983
"Udinese Calcio","Serie A","Italy","Loris Dominissini","https://www.transfermarkt.com/loris-dominissini/profil/spieler/338514","midfield",21,"Italy",28,16,0,509,1983
"Udinese Calcio","Serie A","Italy","Sandro Danelutti","https://www.transfermarkt.com/sandro-danelutti/profil/spieler/357432","Defensive Midfield",18,"Italy",16,9,0,218,1983
"Udinese Calcio","Serie A","Italy","Manuel Gerolin","https://www.transfermarkt.com/manuel-gerolin/profil/spieler/227747","Central Midfield",22,"Italy",28,28,2,2282,1983
"Udinese Calcio","Serie A","Italy","Alberto Marchetti","https://www.transfermarkt.com/alberto-marchetti/profil/spieler/227430","midfield",28,"Italy",35,33,2,2140,1983
"Udinese Calcio","Serie A","Italy","Massimo Mauro","https://www.transfermarkt.com/massimo-mauro/profil/spieler/120383","Right Midfield",21,"Italy",39,39,2,2949,1983
"Udinese Calcio","Serie A","Italy","Paolo Miano","https://www.transfermarkt.com/paolo-miano/profil/spieler/224578","Central Midfield",22,"Italy",34,33,1,2570,1983
"Udinese Calcio","Serie A","Italy","Zico","https://www.transfermarkt.com/zico/profil/spieler/117619","Attacking Midfield",30,"Brazil",33,33,24,2956,1983
