"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"ACF Fiorentina","Serie A","Italy","Giuliano Sarti","https://www.transfermarkt.com/giuliano-sarti/profil/spieler/244884","Goalkeeper",22,"Italy",26,26,0,2340,1956
"ACF Fiorentina","Serie A","Italy","Riccardo Toros","https://www.transfermarkt.com/riccardo-toros/profil/spieler/289769","Goalkeeper",25,"Italy",15,15,0,1350,1956
"ACF Fiorentina","Serie A","Italy","Ardico Magnini","https://www.transfermarkt.com/ardico-magnini/profil/spieler/244866","Centre-Back",27,"Italy",34,34,1,3060,1956
"ACF Fiorentina","Serie A","Italy","Sergio Cervato","https://www.transfermarkt.com/sergio-cervato/profil/spieler/245250","Left-Back",27,"Italy",37,37,5,3330,1956
"ACF Fiorentina","Serie A","Italy","Giacomo Del Gratta","https://www.transfermarkt.com/giacomo-del-gratta/profil/spieler/289710","Defender",20,"Italy",2,2,0,180,1956
"ACF Fiorentina","Serie A","Italy","Francesco Rosetta","https://www.transfermarkt.com/francesco-rosetta/profil/spieler/289754","Sweeper",33,"Italy",18,18,0,1620,1956
"ACF Fiorentina","Serie A","Italy","Alberto Orzan","https://www.transfermarkt.com/alberto-orzan/profil/spieler/244878","Defensive Midfield",24,"Italy",37,37,0,3330,1956
"ACF Fiorentina","Serie A","Italy","Guido Gratton","https://www.transfermarkt.com/guido-gratton/profil/spieler/245255","Attacking Midfield",23,"Italy",35,35,2,3150,1956
"ACF Fiorentina","Serie A","Italy","Aldo Scaramucci","https://www.transfermarkt.com/aldo-scaramucci/profil/spieler/245260","Defensive Midfield",23,"Italy",15,15,0,1350,1956
"ACF Fiorentina","Serie A","Italy","Armando Segato","https://www.transfermarkt.com/armando-segato/profil/spieler/245261","Defensive Midfield",26,"Italy",37,37,2,3240,1956
"ACF Fiorentina","Serie A","Italy","Miguel Montuori","https://www.transfermarkt.com/miguel-montuori/profil/spieler/245257","Attacking Midfield",23,"Italy",37,37,15,3240,1956
"ACF Fiorentina","Serie A","Italy","Sergio Carpanesi","https://www.transfermarkt.com/sergio-carpanesi/profil/spieler/289699","Defensive Midfield",20,"Italy",3,3,0,270,1956
"ACF Fiorentina","Serie A","Italy","Giuseppe Chiappella","https://www.transfermarkt.com/giuseppe-chiappella/profil/spieler/289701","Defensive Midfield",31,"Italy",28,28,0,2430,1956
"ACF Fiorentina","Serie A","Italy","Sergio Pini","https://www.transfermarkt.com/sergio-pini/profil/spieler/487136","midfield",20,"Italy",1,1,0,90,1956
"ACF Fiorentina","Serie A","Italy","Julinho","https://www.transfermarkt.com/julinho/profil/spieler/137255","Right Winger",26,"Brazil",37,37,10,3330,1956
"ACF Fiorentina","Serie A","Italy","Romano Taccola","https://www.transfermarkt.com/romano-taccola/profil/spieler/289768","Attack",21,"Italy",9,9,4,810,1956
"ACF Fiorentina","Serie A","Italy","Silvio Parodi Ramos","https://www.transfermarkt.com/silvio-parodi-ramos/profil/spieler/289747","Attack",24,"Paraguay",8,8,2,630,1956
"ACF Fiorentina","Serie A","Italy","Maurilio Prini","https://www.transfermarkt.com/maurilio-prini/profil/spieler/245258","Attack",23,"Italy",12,12,2,1080,1956
"ACF Fiorentina","Serie A","Italy","Giuseppe Virgili","https://www.transfermarkt.com/giuseppe-virgili/profil/spieler/245265","Centre-Forward",20,"Italy",26,26,11,2250,1956
"ACF Fiorentina","Serie A","Italy","Claudio Bizzarri","https://www.transfermarkt.com/claudio-bizzarri/profil/spieler/289694","Left Winger",22,"Italy",24,24,6,2070,1956
