"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"ACF Fiorentina","Serie A","Italy","Luigi Griffanti","https://www.transfermarkt.com/luigi-griffanti/profil/spieler/188549","Goalkeeper",22,"Italy",29,29,0,2640,1939
"ACF Fiorentina","Serie A","Italy","Ugo Innocenti","https://www.transfermarkt.com/ugo-innocenti/profil/spieler/559039","Goalkeeper",23,"Italy",7,7,0,630,1939
"ACF Fiorentina","Serie A","Italy","Gino Pasin","https://www.transfermarkt.com/gino-pasin/profil/spieler/563293","Defender",24,"Italy",17,17,0,1560,1939
"ACF Fiorentina","Serie A","Italy","Carlo Piccardi","https://www.transfermarkt.com/carlo-piccardi/profil/spieler/559539","Defender",19,"Italy",32,32,0,2910,1939
"ACF Fiorentina","Serie A","Italy","Franco Pincelli","https://www.transfermarkt.com/franco-pincelli/profil/spieler/546180","Left-Back",24,"Italy",5,5,0,450,1939
"ACF Fiorentina","Serie A","Italy","Angelo Simontacchi","https://www.transfermarkt.com/angelo-simontacchi/profil/spieler/559560","Defender",25,"Italy",32,32,0,2820,1939
"ACF Fiorentina","Serie A","Italy","Giorgio Da Costa","https://www.transfermarkt.com/giorgio-da-costa/profil/spieler/652982","Defender",18,"Italy",3,3,0,270,1939
"ACF Fiorentina","Serie A","Italy","Armando Frigo","https://www.transfermarkt.com/armando-frigo/profil/spieler/562635","midfield",21,"Italy",22,22,5,1980,1939
"ACF Fiorentina","Serie A","Italy","Piero Antona","https://www.transfermarkt.com/piero-antona/profil/spieler/367492","Defensive Midfield",27,"Italy",13,13,5,1200,1939
"ACF Fiorentina","Serie A","Italy","Giuseppe Bigogno","https://www.transfermarkt.com/giuseppe-bigogno/profil/spieler/394459","Defensive Midfield",29,"Italy",27,27,1,2430,1939
"ACF Fiorentina","Serie A","Italy","Mario Celoria","https://www.transfermarkt.com/mario-celoria/profil/spieler/474719","Central Midfield",27,"Italy",31,31,8,2820,1939
"ACF Fiorentina","Serie A","Italy","Giacinto Ellena","https://www.transfermarkt.com/giacinto-ellena/profil/spieler/547517","Defensive Midfield",24,"Italy",36,36,1,3270,1939
"ACF Fiorentina","Serie A","Italy","Arrigo Morselli","https://www.transfermarkt.com/arrigo-morselli/profil/spieler/545717","Attacking Midfield",28,"Italy",34,34,6,3090,1939
"ACF Fiorentina","Serie A","Italy","Poggi II","https://www.transfermarkt.com/poggi-ii/profil/spieler/548578","midfield",26,"Italy",23,23,1,2100,1939
"ACF Fiorentina","Serie A","Italy","Giuseppe Baldini","https://www.transfermarkt.com/giuseppe-baldini/profil/spieler/516166","Attack",17,"Italy",10,10,6,930,1939
"ACF Fiorentina","Serie A","Italy","Menti III","https://www.transfermarkt.com/menti-iii/profil/spieler/301831","Right Winger",19,"Italy",19,19,9,1710,1939
