"team_name","league","country","player_name","player_url","player_pos","player_age","nationality","in_squad","appearances","goals","minutes_played","season"
"Juventus FC","Serie A","Italy","Filippo Cavalli","https://www.transfermarkt.com/filippo-cavalli/profil/spieler/472699","Goalkeeper",30,"Italy",4,4,0,360,1951
"Juventus FC","Serie A","Italy","Giovanni Viola","https://www.transfermarkt.com/giovanni-viola/profil/spieler/247895","Goalkeeper",25,"Italy",41,41,0,3676,1951
"Juventus FC","Serie A","Italy","Alberto Bertuccelli","https://www.transfermarkt.com/alberto-bertuccelli/profil/spieler/292923","Right-Back",27,"Italy",31,31,0,2790,1951
"Juventus FC","Serie A","Italy","Enrico Boniforti","https://www.transfermarkt.com/enrico-boniforti/profil/spieler/399600","Right-Back",33,"Italy",2,2,0,180,1951
"Juventus FC","Serie A","Italy","Giuseppe Corradi","https://www.transfermarkt.com/giuseppe-corradi/profil/spieler/293089","Right-Back",18,"Italy",17,17,0,1530,1951
"Juventus FC","Serie A","Italy","Rino Ferrario","https://www.transfermarkt.com/rino-ferrario/profil/spieler/293094","midfield",24,"Italy",26,26,0,2340,1951
"Juventus FC","Serie A","Italy","Karl Aage Hansen","https://www.transfermarkt.com/karl-aage-hansen/profil/spieler/519640","Central Midfield",29,"Denmark",38,38,13,3405,1951
"Juventus FC","Serie A","Italy","Alberto Piccinini","https://www.transfermarkt.com/alberto-piccinini/profil/spieler/294320","midfield",28,"Italy",40,40,0,3547,1951
"Juventus FC","Serie A","Italy","Romolo Bizzotto","https://www.transfermarkt.com/romolo-bizzotto/profil/spieler/395953","Central Midfield",26,"Italy",12,12,0,1043,1951
"Juventus FC","Serie A","Italy","Sergio Manente","https://www.transfermarkt.com/sergio-manente/profil/spieler/214201","Defensive Midfield",26,"Italy",40,40,0,3600,1951
"Juventus FC","Serie A","Italy","Giacomo Mari","https://www.transfermarkt.com/giacomo-mari/profil/spieler/247876","midfield",26,"Italy",38,38,2,3420,1951
"Juventus FC","Serie A","Italy","Carlo Parola","https://www.transfermarkt.com/carlo-parola/profil/spieler/249245","Defensive Midfield",29,"Italy",20,20,1,1800,1951
"Juventus FC","Serie A","Italy","Giampiero Boniperti","https://www.transfermarkt.com/giampiero-boniperti/profil/spieler/247858","Centre-Forward",22,"Italy",39,39,25,3510,1951
"Juventus FC","Serie A","Italy","Pasquale Vivolo","https://www.transfermarkt.com/pasquale-vivolo/profil/spieler/300882","Attack",23,"Italy",24,24,12,1988,1951
"Juventus FC","Serie A","Italy","Emilio Caprile","https://www.transfermarkt.com/emilio-caprile/profil/spieler/57307","Attack",22,"Italy",5,5,2,450,1951
"Juventus FC","Serie A","Italy","John Hansen","https://www.transfermarkt.com/john-hansen/profil/spieler/123647","Attack",26,"Denmark",42,42,32,3697,1951
